bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
200	NM_001161344	chr12	-	133416937	133464204	133418139	133463914	18	133416937,133419596,133420612,133423628,133424670,133425226,133428203,133430016,133433053,133433990,133435653,133438052,133446204,133447309,133448870,133454140,133463781,133464132,	133418182,133419669,133420720,133423716,133424741,133425310,133428323,133430159,133433216,133434145,133435813,133438220,133446420,133447369,133448980,133454240,133463926,133464204,	0	CHFR	cmpl	cmpl	2,1,1,0,1,1,1,2,1,2,1,1,1,1,2,1,0,-1,
197	NR_026975	chrX	-	130836677	130964671	130964671	130964671	13	130836677,130843525,130845678,130883333,130889625,130890638,130902576,130917914,130928351,130929836,130938999,130959249,130964319,	130837546,130843584,130845748,130883486,130889774,130890737,130902724,130918067,130928494,130930359,130939065,130959393,130964671,	0	FIRRE	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1156	NM_001135753	chr10	-	74894281	74927853	74894340	74923695	13	74894281,74896461,74897760,74899066,74899388,74906033,74908033,74914013,74916032,74916325,74920191,74923490,74927623,	74894571,74896676,74897828,74899253,74899495,74906119,74908162,74914206,74916211,74916413,74920309,74923708,74927853,	0	ECD	cmpl	cmpl	0,1,2,1,2,0,0,2,0,2,1,0,-1,
862	NM_001123392	chr17	-	36337654	36348623	36338025	36347081	14	36337654,36339575,36340098,36340661,36341111,36341919,36342583,36343885,36344324,36344875,36345438,36346761,36347009,36348510,	36338594,36339728,36340198,36340727,36341206,36342040,36342632,36343995,36344432,36344956,36345478,36346847,36347082,36348623,	0	TBC1D3H	cmpl	cmpl	1,1,0,0,1,0,2,0,0,0,2,0,0,-1,
245	NM_001194999	chr1	+	181002560	181031074	181003143	181024401	7	181002560,181003022,181018187,181019281,181021370,181022708,181024360,	181002600,181003210,181018448,181019422,181021646,181022813,181031074,	0	MR1	cmpl	cmpl	-1,0,1,1,1,1,1,
3	NM_001197113	chr3	+	158787040	159615155	158787221	159614563	11	158787040,158963631,158970515,158980336,159482231,159583951,159603995,159605496,159606608,159609885,159614511,	158787230,158963696,158970596,158980472,159482927,159584070,159604113,159605694,159606732,159609979,159615155,	0	IQCJ-SCHIP1	cmpl	cmpl	0,0,2,2,0,0,2,0,0,1,2,
655	NM_001256853	chr4	+	9221877	9223470	9221877	9223470	1	9221877,	9223470,	0	USP17L12	cmpl	cmpl	0,
1624	NM_001278928	chr9	+	136223420	136228041	136223468	136228015	6	136223420,136223789,136224586,136226825,136227140,136227934,	136223546,136223944,136224690,136227005,136227310,136228041,	0	SURF2	cmpl	cmpl	0,0,2,1,1,0,
168	NM_024885	chrX	-	100523240	100548059	100524180	100548033	13	100523240,100530209,100530987,100531294,100532593,100533036,100533981,100536707,100537314,100538437,100541562,100542465,100547777,	100524225,100530269,100531100,100531516,100532707,100533109,100534023,100536763,100537441,100538571,100541641,100542533,100548059,	0	TAF7L	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,0,1,0,
636	NM_001925	chr8	-	6793344	6795786	6793541	6794421	3	6793344,6794249,6795747,	6793663,6794433,6795786,	0	DEFA4	cmpl	cmpl	1,0,-1,
1706	NM_002024	chrX	+	146993468	147032647	146993697	147030364	17	146993468,147003450,147007057,147009839,147010176,147011466,147011646,147013943,147014203,147018022,147018984,147019617,147022094,147024650,147026388,147027053,147030202,	146993748,147003503,147007151,147009911,147010325,147011560,147011763,147014114,147014282,147018132,147019119,147019680,147022181,147024846,147026571,147027136,147032647,	0	FMR1	cmpl	cmpl	0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,1,0,
108	NM_001085399	chr4	-	37592421	37687999	37633009	37687909	7	37592421,37633006,37636508,37640068,37648989,37650897,37687821,	37592839,37633145,37636745,37640126,37649061,37651122,37687999,	0	RELL1	cmpl	cmpl	-1,2,2,1,1,1,0,
765	NM_001102397	chr1	-	23636275	23670853	23636946	23664327	10	23636275,23637693,23640045,23644975,23648020,23650048,23660010,23664246,23664982,23670703,	23637559,23637815,23640195,23645181,23648156,23650225,23660124,23664354,23665101,23670853,	0	HNRNPR	cmpl	cmpl	2,0,0,1,0,0,0,0,-1,-1,
780	NM_030979	chr13	+	25670275	25672704	25670336	25672232	1	25670275,	25672704,	0	PABPC3	cmpl	cmpl	0,
161	NM_001104546	chr10	+	92631708	92668312	92631743	92663019	14	92631708,92634625,92635314,92635780,92638819,92645568,92654531,92655210,92655636,92656069,92660326,92661999,92662948,92665058,	92631825,92634681,92635371,92635855,92638891,92645658,92654648,92655240,92655674,92656149,92660425,92662101,92663033,92668312,	0	RPP30	cmpl	cmpl	0,1,0,0,0,0,0,0,0,2,1,1,1,-1,
100	NM_001941	chr18	-	28570051	28622781	28574140	28622626	16	28570051,28576756,28581583,28584107,28586872,28587981,28588234,28598036,28598631,28602301,28604314,28605725,28609474,28610938,28612157,28622557,	28574338,28577014,28581705,28584332,28587097,28588124,28588491,28598222,28598766,28602468,28604459,28605881,28609594,28611138,28612242,28622781,	0	DSC3	cmpl	cmpl	0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0,
921	NM_001145641	chr19	+	44116252	44118650	44116273	44118421	1	44116252,	44118650,	0	SRRM5	cmpl	cmpl	0,
979	NM_001129884	chr3	+	51705190	51738339	51708320	51738032	6	51705190,51706356,51708286,51718428,51733421,51737739,	51705304,51706408,51708578,51718650,51733590,51738339,	0	TEX264	cmpl	cmpl	-1,-1,0,0,0,1,
1094	NM_001177880	chr11	+	66790189	66818334	66797615	66816228	8	66790189,66797592,66802115,66807281,66811108,66812063,66813214,66816054,	66790396,66797649,66802309,66807674,66811324,66812184,66813348,66818334,	0	SYT12	cmpl	cmpl	-1,0,1,0,0,0,1,0,
840	NM_152462	chr17	-	33519538	33521412	33520309	33521326	1	33519538,	33521412,	0	SLC35G3	cmpl	cmpl	0,
775	NM_005265	chr22	+	24999123	25024972	25007048	25024806	16	24999123,25003920,25005931,25006216,25007041,25010742,25011007,25016294,25016879,25019073,25019746,25023398,25023818,25024047,25024241,25024659,	24999288,25003990,25006000,25006498,25007212,25010873,25011094,25016487,25017037,25019223,25019883,25023586,25023946,25024160,25024355,25024972,	0	GGT1	cmpl	cmpl	-1,-1,-1,-1,0,2,1,1,2,1,1,0,2,1,0,0,
934	NM_001145266	chr11	+	45825622	45834567	45827391	45832886	3	45825622,45827360,45832326,	45825971,45827887,45834567,	0	SLC35C1	cmpl	cmpl	-1,0,1,
934	NM_001145265	chr11	+	45825622	45834567	45827391	45832886	3	45825622,45827360,45832326,	45826068,45827887,45834567,	0	SLC35C1	cmpl	cmpl	-1,0,1,
655	NM_001256859	chr4	+	9250355	9251948	9250355	9251948	1	9250355,	9251948,	0	USP17L18	cmpl	cmpl	0,
595	NM_172247	chrX	+	1401570	1428828	1401596	1424394	10	1401570,1404670,1407411,1407651,1409229,1413220,1414319,1419383,1424338,1428294,	1401672,1404813,1407535,1407781,1409402,1413354,1414349,1419519,1424420,1428828,	0	CSF2RA	cmpl	cmpl	0,1,0,1,2,1,0,0,1,-1,
595	NM_172247	chrY	+	1351570	1378828	1351596	1374394	10	1351570,1354670,1357411,1357651,1359229,1363220,1364319,1369383,1374338,1378294,	1351672,1354813,1357535,1357781,1359402,1363354,1364349,1369519,1374420,1378828,	0	CSF2RA	cmpl	cmpl	0,1,0,1,2,1,0,0,1,-1,
595	NM_172246	chrX	+	1387692	1428828	1401596	1428482	11	1387692,1393647,1401570,1404670,1407411,1407651,1409229,1413220,1414319,1419383,1428294,	1387772,1393735,1401672,1404813,1407535,1407781,1409402,1413354,1414349,1419519,1428828,	0	CSF2RA	cmpl	cmpl	-1,-1,0,1,0,1,2,1,0,0,1,
595	NM_172246	chrY	+	1337692	1378828	1351596	1378482	11	1337692,1343647,1351570,1354670,1357411,1357651,1359229,1363220,1364319,1369383,1378294,	1337772,1343735,1351672,1354813,1357535,1357781,1359402,1363354,1364349,1369519,1378828,	0	CSF2RA	cmpl	cmpl	-1,-1,0,1,0,1,2,1,0,0,1,
595	NM_172245	chrX	+	1387692	1428828	1401596	1428372	13	1387692,1393647,1401570,1404670,1407411,1407651,1409229,1413220,1414319,1419383,1422815,1424338,1428294,	1387772,1393711,1401672,1404813,1407535,1407781,1409402,1413354,1414349,1419519,1422912,1424420,1428828,	0	CSF2RA	cmpl	cmpl	-1,-1,0,1,0,1,2,1,0,0,1,2,0,
641	NM_152250	chr8	+	7345242	7347073	7345242	7347073	3	7345242,7345657,7346948,	7345312,7345699,7347073,	0	DEFB105A	cmpl	cmpl	0,1,1,
643	NM_152250	chr8	-	7679529	7681360	7679529	7681360	3	7679529,7680903,7681290,	7679654,7680945,7681360,	0	DEFB105A	cmpl	cmpl	1,1,0,
1358	NM_133496	chr1	+	101361633	101447311	101361818	101440413	11	101361633,101362125,101372407,101376618,101377667,101379218,101383632,101387261,101427383,101431324,101440365,	101361898,101362227,101372521,101376706,101377794,101379362,101383683,101387397,101427474,101431474,101447311,	0	SLC30A7	cmpl	cmpl	0,2,2,2,0,1,1,1,2,0,0,
1652	NM_183241	chr9	+	139886869	139888428	139886895	139888257	7	139886869,139887091,139887376,139887504,139887794,139888031,139888217,	139887014,139887152,139887426,139887695,139887863,139888116,139888428,	0	C9orf142	cmpl	cmpl	0,2,0,2,1,1,2,
1735	NR_046401	chr7	+	150745378	150749843	150749843	150749843	10	150745378,150747192,150747567,150747844,150748125,150748896,150749069,150749252,150749502,150749660,	150746506,150747343,150747695,150748040,150748182,150748988,150749149,150749324,150749561,150749843,	0	ASIC3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
96	NM_006727	chr5	-	24487208	24645085	24487771	24593599	12	24487208,24491684,24492925,24498506,24505220,24509674,24511435,24535220,24535811,24537488,24593368,24644702,	24488262,24491936,24493034,24498628,24505357,24509928,24511623,24535388,24535931,24537783,24593722,24645085,	0	CDH10	cmpl	cmpl	1,1,0,1,2,0,1,1,1,0,0,-1,
979	NM_003927	chr18	-	51677970	51751158	51686146	51750929	7	51677970,51686134,51690892,51692445,51715243,51731367,51750387,	51681681,51686273,51691070,51692536,51715381,51731527,51751158,	0	MBD2	cmpl	cmpl	-1,2,1,0,0,2,0,
1114	NM_013245	chr16	+	69345286	69358946	69345414	69358212	11	69345286,69349910,69350127,69352552,69352725,69353289,69354043,69354590,69354953,69356462,69358110,	69345435,69350022,69350275,69352614,69352845,69353446,69354192,69354672,69355173,69356603,69358946,	0	VPS4A	cmpl	cmpl	0,0,1,2,1,1,2,1,2,0,0,
147	NM_001142545	chr14	+	78266425	78400297	78285321	78399734	10	78266425,78285310,78288777,78353433,78365442,78374145,78390799,78392106,78397860,78399562,	78266513,78285456,78288861,78353592,78365601,78374262,78390949,78392304,78398054,78400297,	0	ADCK1	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,2,
1193	NM_001284236	chr5	+	79703831	79775688	79729966	79773196	19	79703831,79723310,79729927,79732574,79735754,79738941,79741081,79743844,79745409,79746249,79747303,79751510,79752279,79752763,79755232,79768579,79769572,79770481,79773037,	79703972,79723364,79730036,79734826,79735851,79739103,79741224,79744223,79745532,79746405,79747528,79751593,79752384,79752911,79755313,79768742,79769678,79770649,79775688,	0	ZFYVE16	cmpl	cmpl	-1,-1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,2,0,0,
1743	NM_001282502	chrX	+	151883074	151887096	151885595	151886540	4	151883074,151884445,151885384,151885530,	151883171,151884565,151885450,151887096,	0	MAGEA2	cmpl	cmpl	-1,-1,-1,0,
1744	NM_001282502	chrX	-	151918386	151922408	151918942	151919887	4	151918386,151920032,151920917,151922311,	151919952,151920098,151921037,151922408,	0	MAGEA2	cmpl	cmpl	0,-1,-1,-1,
1743	NM_001282501	chrX	+	151883074	151887096	151885595	151886540	5	151883074,151884445,151885136,151885384,151885530,	151883171,151884565,151885234,151885450,151887096,	0	MAGEA2	cmpl	cmpl	-1,-1,-1,-1,0,
1744	NM_001282501	chrX	-	151918386	151922408	151918942	151919887	5	151918386,151920032,151920248,151920917,151922311,	151919952,151920098,151920346,151921037,151922408,	0	MAGEA2	cmpl	cmpl	0,-1,-1,-1,-1,
928	NM_032135	chr14	-	44973353	44976499	44973712	44976190	1	44973353,	44976499,	0	FSCB	cmpl	cmpl	0,
1256	NM_033048	chrX	+	88002225	88009785	88008415	88009321	3	88002225,88004318,88008407,	88002370,88004424,88009785,	0	CPXCR1	cmpl	cmpl	-1,-1,0,
849	NM_015578	chr19	+	34663351	34720420	34663547	34718293	10	34663351,34685382,34687538,34699833,34706028,34706500,34710295,34710610,34712411,34718269,	34663668,34685546,34687668,34699956,34706205,34706566,34710478,34710782,34712643,34720420,	0	LSM14A	cmpl	cmpl	0,1,0,1,1,1,1,1,2,0,
936	NM_198692	chr21	+	46066330	46067566	46066375	46067272	1	46066330,	46067566,	0	KRTAP10-11	cmpl	cmpl	0,
146	NM_015336	chr12	+	77157853	77247474	77158016	77244765	17	77157853,77191213,77199096,77202822,77203492,77208925,77209636,77216185,77220687,77222169,77235761,77236698,77239488,77240375,77242012,77243155,77244626,	77158109,77191317,77199219,77202900,77203637,77208990,77209799,77216311,77220830,77222270,77235886,77236761,77239582,77240459,77242170,77243250,77247474,	0	ZDHHC17	cmpl	cmpl	0,0,2,2,2,0,2,0,0,2,1,0,0,1,1,0,2,
598	NM_015133	chr16	+	1756220	1820318	1756340	1818825	32	1756220,1774557,1779138,1779487,1793335,1797029,1798244,1798602,1808148,1808978,1809958,1810380,1811224,1812351,1812675,1812836,1813657,1814115,1814301,1815013,1815960,1816220,1816529,1816723,1816904,1817149,1817564,1817805,1818069,1818199,1818477,1818703,	1756658,1774678,1779209,1779579,1793477,1797276,1798347,1798721,1808160,1808996,1810016,1810533,1811306,1812482,1812732,1813007,1813784,1814211,1814460,1815179,1816143,1816410,1816649,1816804,1816972,1817298,1817736,1817919,1818108,1818379,1818627,1820318,	0	MAPK8IP3	cmpl	cmpl	0,0,1,0,2,0,1,2,1,1,1,2,2,0,2,2,2,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,
1626	NM_001097600	chr3	+	136537860	136574734	136573302	136574541	2	136537860,136573284,	136538056,136574734,	0	SLC35G2	cmpl	cmpl	-1,0,
140	NM_001185054	chr2	-	70889215	70994847	70890556	70933540	16	70889215,70900009,70901809,70903927,70904889,70905835,70910722,70915155,70917917,70919534,70922852,70923376,70931452,70933357,70940197,70994735,	70890867,70900138,70901957,70904017,70905009,70906093,70910899,70915254,70918061,70919684,70922933,70923528,70931591,70933574,70940316,70994847,	0	ADD2	cmpl	cmpl	1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,
857	NR_024194	chr22	+	35695796	35743987	35743987	35743987	15	35695796,35713869,35717951,35718991,35719488,35719760,35723263,35726339,35728973,35729396,35730320,35734705,35741717,35742922,35743047,	35695973,35713954,35718030,35719170,35719623,35719907,35723380,35726473,35729007,35729490,35730441,35734781,35741777,35742962,35743987,	0	TOM1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
960	NM_001472	chrX	+	49207148	49223953	49208271	49223849	5	49207148,49208263,49208816,49221260,49223826,	49207223,49208352,49208937,49221386,49223953,	0	GAGE2C	cmpl	cmpl	-1,0,0,1,1,
14	NM_001472	chrX	+	49216647	49294598	49236830	49294494	5	49216647,49236822,49237376,49240333,49294471,	49216722,49236911,49237497,49240459,49294598,	0	GAGE2C	cmpl	cmpl	-1,0,0,1,1,
960	NM_001472	chrX	+	49226170	49233491	49227293	49233387	5	49226170,49227285,49227839,49230798,49233364,	49226245,49227374,49227960,49230924,49233491,	0	GAGE2C	cmpl	cmpl	-1,0,0,1,1,
987	NM_001278702	chrX	-	52725945	52736276	52727037	52734799	9	52725945,52727033,52727903,52729492,52731630,52733546,52734177,52734730,52736161,	52726568,52727138,52727981,52729628,52731680,52733642,52734292,52734819,52736276,	0	SSX2B	cmpl	cmpl	-1,1,1,0,1,1,0,0,-1,
1155	NM_145074	chr2	+	74756531	74760683	74757133	74760112	6	74756531,74757743,74758465,74758723,74758982,74759946,	74757639,74757948,74758498,74758829,74759052,74760683,	0	HTRA2	cmpl	cmpl	0,2,0,0,1,2,
647	NM_015509	chr12	+	8234806	8250373	8234884	8248686	8	8234806,8242531,8242790,8244364,8245271,8245467,8248196,8248637,	8234979,8242632,8242895,8244446,8245380,8245651,8248299,8250373,	0	NECAP1	cmpl	cmpl	0,2,1,1,2,0,1,2,
261	NM_012086	chr2	-	197627755	197664492	197629286	197664335	18	197627755,197631288,197634638,197636471,197637639,197639839,197640733,197641150,197643619,197645282,197649580,197650164,197653927,197654602,197656060,197657679,197662520,197664233,	197629409,197631441,197634763,197636662,197637877,197639975,197640835,197641353,197643791,197645386,197649653,197650312,197654093,197654794,197656184,197657876,197662632,197664492,	0	GTF3C3	cmpl	cmpl	0,0,1,2,1,0,0,1,0,1,0,2,1,1,0,1,0,0,
235	NM_022897	chr5	+	170288895	170727019	170289037	170725862	28	170288895,170305100,170308809,170319390,170323053,170336664,170337972,170341170,170343468,170345716,170346444,170351360,170380600,170395245,170597133,170598209,170610170,170610325,170626673,170632527,170640634,170648761,170667931,170669685,170692684,170720886,170722890,170725765,	170289055,170305247,170308900,170319557,170323119,170336769,170338138,170341244,170343588,170345863,170346617,170351554,170380706,170395381,170597207,170598290,170610234,170610434,170626777,170632616,170640742,170648844,170668146,170669824,170692851,170720985,170723018,170727019,	0	RANBP17	cmpl	cmpl	0,0,0,1,0,0,0,1,0,0,0,2,1,2,0,2,2,0,1,0,2,2,1,0,1,0,0,2,
851	NM_032346	chr19	+	34895302	34917072	34895335	34917025	7	34895302,34895553,34895834,34900065,34904641,34912423,34916894,	34895443,34895720,34895895,34900415,34904752,34912572,34917072,	0	PDCD2L	cmpl	cmpl	0,0,2,0,2,2,1,
775	NM_001013663	chr2	-	25013135	25016251	25013279	25016246	2	25013135,25015994,	25013450,25016251,	0	PTRHD1	cmpl	cmpl	0,0,
794	NM_032844	chr10	+	27443752	27475848	27444355	27475465	12	27443752,27447477,27448547,27450022,27453992,27454317,27456030,27458872,27462049,27469881,27470408,27475307,	27444541,27447615,27448687,27450111,27454099,27454468,27456203,27460012,27462188,27469995,27470510,27475848,	0	MASTL	cmpl	cmpl	0,0,0,2,1,0,1,0,0,1,1,1,
1583	NR_024425	chr9	+	130890807	130892913	130892913	130892913	1	130890807,	130892913,	0	PTGES2-AS1	unk	unk	-1,
1097	NM_178516	chr16	-	67218281	67224107	67218296	67223579	14	67218281,67218588,67218804,67219038,67219263,67220139,67220459,67220661,67220923,67221127,67222623,67222922,67223533,67223873,	67218507,67218713,67218960,67219161,67219393,67220250,67220560,67220787,67221041,67221740,67222843,67223083,67223586,67224107,	0	EXOC3L1	cmpl	cmpl	2,0,0,0,2,2,0,0,2,1,0,1,0,-1,
1261	NM_144604	chr16	+	88636788	88698372	88643531	88697707	18	88636788,88643517,88653007,88664585,88665027,88666198,88675341,88677675,88688604,88689626,88690365,88691009,88691609,88694029,88694327,88695165,88696892,88697508,	88636974,88644134,88653092,88664734,88665120,88666356,88675459,88677944,88688796,88689752,88690470,88691153,88691675,88694190,88694527,88695262,88696989,88698372,	0	ZC3H18	cmpl	cmpl	-1,0,0,1,0,0,2,0,2,2,2,2,2,2,1,0,1,2,
655	NM_001256862	chr4	+	9221877	9223470	9221877	9223470	1	9221877,	9223470,	0	USP17L21	cmpl	cmpl	0,
655	NM_001256862	chr4	+	9264597	9266190	9264597	9266190	1	9264597,	9266190,	0	USP17L21	cmpl	cmpl	0,
759	NR_003075	chr7	+	22896231	22896305	22896305	22896305	1	22896231,	22896305,	0	SNORD93	unk	unk	-1,
108	NM_017569	chr13	-	37583450	37633850	37583845	37625627	25	37583450,37586328,37591381,37593478,37595584,37596147,37598171,37598476,37599456,37600340,37600926,37602284,37603901,37605703,37605875,37607585,37614541,37614712,37618214,37619383,37621671,37622014,37622700,37625624,37633616,	37583946,37586434,37591501,37593534,37595739,37596217,37598330,37598579,37599574,37600373,37600953,37602442,37603973,37605760,37606032,37607725,37614595,37614829,37618318,37619513,37621738,37622073,37622736,37625720,37633850,	0	SUPT20H	cmpl	cmpl	1,0,0,1,2,1,1,0,2,2,2,0,0,0,2,0,0,0,1,0,2,0,0,0,-1,
79	NM_000064	chr19	-	6677845	6720662	6677892	6720600	41	6677845,6678162,6678382,6679135,6679417,6680168,6681951,6682152,6684398,6684570,6684785,6684998,6686134,6686756,6690639,6692934,6693422,6694441,6696389,6696603,6697354,6697662,6702137,6702481,6707086,6707476,6707810,6709694,6710649,6710997,6712267,6712518,6713199,6713417,6714002,6714176,6714362,6718104,6718257,6719221,6720526,	6678034,6678298,6678466,6679219,6679507,6680274,6682041,6682240,6684450,6684661,6684845,6685157,6686298,6686913,6690738,6693094,6693498,6694645,6696476,6696670,6697567,6697805,6702223,6702590,6707284,6707548,6707940,6709853,6710856,6711207,6712417,6712634,6713326,6713520,6714093,6714259,6714457,6718175,6718423,6719414,6720662,	0	C3	cmpl	cmpl	2,1,1,1,1,0,0,2,1,0,0,0,1,0,0,2,1,1,1,0,0,1,2,1,1,1,0,0,0,0,0,1,0,2,1,2,0,1,0,2,0,
633	NM_002096	chr19	-	6379579	6393291	6380291	6393006	13	6379579,6380583,6380914,6381132,6381369,6381564,6381707,6383321,6387399,6389454,6391912,6392867,6392994,	6380496,6380701,6381053,6381206,6381489,6381626,6381861,6383506,6387570,6389648,6391985,6392914,6393291,	0	GTF2F1	cmpl	cmpl	2,1,0,1,1,2,1,2,2,0,2,0,0,
118	NM_001134364	chr3	-	47892179	48130769	47894281	48040350	18	47892179,47896737,47898920,47908735,47910703,47912302,47912716,47913406,47917174,47918906,47956306,47957440,47960208,47963254,47969717,48019354,48040127,48130262,	47894428,47896850,47899002,47908828,47910817,47912595,47912776,47913590,47917390,47919013,47956429,47958664,47960331,47963368,47969840,48019423,48040369,48130769,	0	MAP4	cmpl	cmpl	0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,-1,
1266	NM_001178118	chr10	+	89267589	89313218	89267961	89312235	5	89267589,89268092,89272880,89280792,89311838,	89267995,89268290,89272978,89280926,89313218,	0	MINPP1	cmpl	cmpl	0,1,1,0,2,
158	NM_032451	chr16	+	89894906	89937727	89894958	89936680	15	89894906,89911729,89916711,89920693,89920894,89922007,89922520,89924745,89925572,89927090,89929883,89930201,89934596,89935974,89936457,	89895202,89911773,89917068,89920774,89921059,89922094,89922644,89924915,89925762,89927203,89930018,89930269,89934624,89936090,89937727,	0	SPIRE2	cmpl	cmpl	0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,
898	NM_001261430	chr17	-	41120104	41132545	41121164	41132199	7	41120104,41122305,41123623,41131186,41131394,41131566,41132062,	41121203,41122359,41123713,41131285,41131461,41131680,41132545,	0	PTGES3L	cmpl	cmpl	0,0,0,0,2,2,0,
770	NM_001144931	chr22	+	24373116	24374043	24373137	24373873	2	24373116,24373609,	24373245,24374043,	0	LOC391322	cmpl	cmpl	0,0,
1438	NM_001171747	chr3	+	111805181	111837073	111805254	111835845	4	111805181,111812206,111821684,111835488,	111805392,111812336,111821812,111837073,	0	C3orf52	cmpl	cmpl	0,0,1,0,
220	NM_000565	chr1	+	154377668	154441926	154378105	154437856	10	154377668,154401671,154402958,154406994,154407465,154408444,154420600,154422386,154426963,154437609,	154378190,154401920,154403082,154407176,154407632,154408586,154420647,154422456,154427057,154441926,	0	IL6R	cmpl	cmpl	0,1,1,2,1,0,1,0,1,2,
169	NM_001284271	chr6	-	101163006	101329248	101163292	101315873	13	101163006,101165950,101173414,101214440,101215020,101246588,101247306,101248175,101253635,101296023,101311939,101315783,101328936,	101163409,101166127,101173579,101214581,101215221,101246714,101247448,101248380,101253756,101296583,101312090,101315914,101329248,	0	ASCC3	cmpl	cmpl	0,0,0,0,0,0,2,1,0,1,0,0,-1,
156	NR_039995	chr5	+	87564698	87732491	87732491	87732491	3	87564698,87566342,87732089,	87564844,87566402,87732491,	0	TMEM161B-AS1	unk	unk	-1,-1,-1,
842	NM_018217	chr20	-	33703159	33735161	33703235	33735061	11	33703159,33706400,33711692,33714053,33719444,33722540,33725682,33730175,33732781,33734627,33734954,	33703736,33706522,33711837,33714178,33719586,33722752,33725808,33730281,33732821,33734738,33735161,	0	EDEM2	cmpl	cmpl	0,1,0,1,0,1,1,0,2,2,0,
101	NR_026751	chr6	-	29968787	30028961	30028961	30028961	6	29968787,30002684,30003692,30025891,30028517,30028855,	29970509,30002887,30003760,30025967,30028772,30028961,	0	ZNRD1-AS1	unk	unk	-1,-1,-1,-1,-1,-1,
887	NM_001012754	chr13	+	39612447	39624244	39612776	39622063	7	39612447,39613272,39613700,39616241,39618226,39621176,39621810,	39612860,39613425,39613848,39616442,39618318,39621289,39624244,	0	NHLRC3	cmpl	cmpl	0,0,0,1,1,0,2,
903	NM_017590	chr22	+	41697506	41756151	41716664	41753433	23	41697506,41716658,41721567,41721724,41723209,41726026,41728174,41734316,41735004,41735819,41737091,41738532,41739418,41742006,41744070,41745123,41747564,41751472,41751760,41751957,41752346,41752648,41753180,	41697776,41716717,41721601,41721922,41723368,41726107,41728231,41734359,41735195,41736141,41737150,41738632,41739580,41742212,41744171,41745305,41747650,41751606,41751866,41752066,41752480,41752812,41756151,	0	ZC3H7B	cmpl	cmpl	-1,0,2,0,0,0,0,0,1,0,1,0,1,1,0,2,1,0,2,0,1,0,2,
883	NM_015515	chr17	-	39078947	39093895	39079240	39092855	9	39078947,39080723,39081605,39084489,39084697,39086191,39087624,39092459,39093597,	39079335,39080755,39081826,39084612,39084859,39086348,39087707,39093205,39093895,	0	KRT23	cmpl	cmpl	1,2,0,0,0,2,0,0,-1,
290	NM_000092	chr2	-	227867426	228029275	227872040	228012199	48	227867426,227872733,227875028,227876896,227886763,227887220,227892615,227895158,227896660,227896863,227898125,227906863,227907792,227912190,227914783,227915692,227917020,227919309,227920660,227922154,227924120,227924851,227927245,227942609,227945158,227946830,227953368,227954583,227958840,227963409,227964335,227966219,227966580,227967504,227967859,227968687,227973296,227973548,227973939,227976393,227979343,227983360,227984610,227985729,228004876,228009231,228012128,228028722,	227872304,227873020,227875217,227877013,227886889,227887227,227892725,227895314,227896771,227896992,227898197,227906971,227907900,227912265,227914847,227915874,227917128,227919453,227920831,227922316,227924339,227924959,227927314,227942793,227945265,227946903,227953532,227954673,227959005,227963514,227964405,227966273,227966625,227967564,227967913,227968768,227973338,227973584,227974002,227976429,227979412,227983477,227984655,227985864,228004954,228009274,228012300,228029275,	0	COL4A4	cmpl	cmpl	0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,
780	NM_001177999	chr4	+	25658085	25680368	25664122	25678371	13	25658085,25664119,25664329,25665823,25667749,25669501,25671268,25672359,25673222,25674708,25675917,25676126,25677756,	25658186,25664234,25664464,25665952,25667893,25669613,25671464,25672455,25673343,25674876,25676034,25676251,25680368,	0	SLC34A2	cmpl	cmpl	-1,0,1,1,1,1,2,0,0,1,1,1,0,
1018	NM_013267	chr12	-	56864727	56882198	56865270	56881902	18	56864727,56865556,56865902,56866473,56867011,56867246,56868327,56868629,56868827,56869407,56869728,56871443,56871716,56871966,56872835,56873563,56874071,56881720,	56865427,56865620,56865979,56866535,56867104,56867378,56868504,56868680,56868894,56869466,56869761,56871502,56871880,56872046,56872965,56873685,56874171,56882198,	0	GLS2	cmpl	cmpl	2,1,2,0,0,0,0,0,2,0,0,1,2,0,2,0,2,0,
